id,title,url,description,adress,rating,created,updated
,Kard Scientific India Pvt Ltd,http://www.kardscientificindia.com,R & D; Pre clinical development of new molecules,,,NOW(),NOW()
,Karnataka Antibiotics,http://www.kaplindia.com,"Manufacture,Marketing; Manufacturing  of antibiotics and essential life saving drugs.",,,NOW(),NOW()
,Kaveri Seed Company Pvt Ltd,http://www.kaveriseeds.com,"Manufacture,R & D,Marketing; Development of transgenic cotton hybrids (Cry1Ac & Cry X).Research, production, processing and marketing. Development of high yielding  and pest & disease resistant hybrids both in field and vegetable crops; transgenic cotton hybrids development programme.",,,NOW(),NOW()
,Kay Farm and Agro Industries P Ltd,NA,,,,NOW(),NOW()
,Kaypeeyes Biotech Pvt Ltd,http://www.kpsbio.com,"R & D,Manufacture; A biotechnology company involved in developing innovative products for food & feed and other industrial applications.",,,NOW(),NOW()
,KCP Biotech Ltd,http://www.biotech.kcp.co.in,"R & D; Engaged in the business of natural colors in the food processing industry. Its areas of business also include healthcare (diagnostics) and agriculture (hybrid seeds, biopesticides, biofertilizers, plant extractions).",,,NOW(),NOW()
,Kee Pharma Ltd,http://www.keepharma.com,"Manufacture,R & D; KPL is made up of two SBUs  Kee Pharma, Kee Biogenetics. Kee Pharma deals mainly in prescription and life saving drugs.Kee Biogenetics is for introducing safer and more efficient treatments for life threatening diseases and conditions.",,,NOW(),NOW()
,Keltech Energies Ltd,http://www.keltechenergies.com,Marketing; Marketing of sterile growth media for tissue culture laboratories.,,,NOW(),NOW()
,Kemwell ,http://www.kemwellpharma.com/,"Manufacturer of pharmaceutical formulations , tablets, liquid orals, liquid oral drops, external drops, ointments and creams, analgesics, antacids, antifungals /antimicrobials, anti-inflammatories, cough and cold liquids, infantcare products, nasal drops, medicated shampoos, veterinary products and wound care products .",,,NOW(),NOW()
,Kendle India,http://www.kendle.com,"R & D; Focused on large and multinational clinical development programs in important areas of research, such as oncology, CNS, analgesia/pain, inflammation, gastroenterology and cardiovascular.",,,NOW(),NOW()
,Kerala Ayurveda Pharmacy Ltd,http://www.keralaayurveda.biz,"Manufacture,R & D,Marketing,Consultancy; Anaerobic fermentation process for the preparation of Arishtas and Asavas by optimization of inoculum, temperature, source of carbon etc. which have a marked influence on the quality of the final product. ",,,NOW(),NOW()
,Kewaunee Labway India Private Ltd,http://www.kewaunee.com,"Marketing; It deals with lab infrastructure which includes furniture, fume hoods, gas systems, exhaust systems, pure water systems and equipment.Offers a unique capability in turnkey lab design and supply to all types of industries including  pharma, biotech and CROs.",,,NOW(),NOW()
,"KF Bioplant Pvt Ltd


",http://http://www.kfbioplants.com/,"Manufacture, R & D; Commercial tissue culture plant propagation of ornamental crops and sale in domestic market as well as export.Somatic embryogenesis of plants.Bioreactor as a system for production of plants.",,,NOW(),NOW()
,K-Ferts Lab,http://kfertslab.com,"Manufacture; Manufacturing and extension work of biofertilizers, biopesticides and micronutrients.Developing location and crop specific biofertilizers strains, developing crop specific compost and finding suitable technology to increase the carbon content of the soil by soil amendment methods by employing biotech systems.",,,NOW(),NOW()
,Khyber Bio - Culture Pvt Ltd,http://www.kashmiraromas.net,Marketing; Deals in herbal and medicinal plants.,,,NOW(),NOW()
,KILPEST INDIA LIMITED,http://www.kilpest.com,"Formulation of Pesticides, Micro-Fertilizers,Bio-Products• Research development of existing pipeline of botanicals and mycological compound for management of notorious insect pests.
",,,NOW(),NOW()
,KOP Research Centre Pvt. Ltd,http://www.kopresearchcentre.net,"Synthesis of organic compounds - drugs, intermediates and other specialty chemicals",,,NOW(),NOW()
,Kothari Fermentation & Biochem Ltd,NA,"Manufacture; Manufacture of yeast from molasses., Testing and development of  yeast products.",,,NOW(),NOW()
,Krebs Biochemicals & Industries Ltd,http://www.krebsbiochem.com,Manufacture; Manufacturing of bulk active pharmaceuticals ingredients by fermentation and biotransformation process.,,,NOW(),NOW()
,Krishak Bharati Cooperative Ltd,"http://http://www.kribhco.net
","Manufacture, R & D, Marketing; Various strains of bacterial biofertilisers viz. Rhizobium, Azotobacter, Azospirillum, Acetobacter and phosphate solubilising bacteria, production & marketing for agriculture use.Vermicompost production & marketing., Development of liquid biofertilizers, development of super cultures and a green house with growth chamber & experimental farm facility for testing effectiveness of microbial strains.",,,NOW(),NOW()
,Krishidhan Seeds Pvt. Ltd.,http://www.krishidhanseeds.com,"Engaged in R&D activities in agri-biotechnology area; Creation of transformation events in crop plants, design of new genes, marker assisted selection, protocols for quality assurance, etc.",,,NOW(),NOW()
,Kumar Krishimitra Bioproducts,http://www.krishimitra.net,"Manufacture, R & D, Marketing of Bioproducts",,,NOW(),NOW()
,Kumar Organic Products Ltd.,http://www.kumarorganic.net,"KOP Research Centre is the outcome of vision of Kumar Organic Products Ltd. At KRC we are firmly committed to our vision of progress through Research and Development with a Global Mindset, of setting global standards and not being bound by geographical boundary
",,,NOW(),NOW()
,L.J. International Ltd,http://www.avtbiotech.com,"R & D, Consultancy; Commercial plant tissue culture, mass multiplication of germplasm. Provides consultancy in setting up tissue units and tissue culture applications., Development of production protocol for new products.",,,NOW(),NOW()
,Lab India Instruments,http://www.labindia.com,"Marketing, Manufacture; Marketing and manufacturing various analytical instruments, accessories and other products in the field of chemicals, pharmaceuticals, petrochemicals, biotechnology etc. It offers service training, sales training, customer training courses and has a genetic analysis lab.",,,NOW(),NOW()
,Labcare Diagnostics (India) Pvt Ltd,http://www.labcarediagnostics.com,"Manufacture, R & D;Manufacturing in the medical device industry especially in the field of clinical chemistry reagents, immuno-chromatographic rapid test, serology test and urine analysis strips.",,,NOW(),NOW()
,Labex Corporation,http://www.labex.net,"Marketing; Distributor for fine immunochemicals, biochemicals, neurochemicals, molecular biology reagents, animal physiology instruments and ELISA kits.",,,NOW(),NOW()
,Labland Biotech Private Limited,http://www.lablandbiotechs.com,"Biotechnology for production of economically important plants with special reference to the biodiesel plant, Jatropha curcas.",,,NOW(),NOW()
,Lablinks Biotech Pvt Ltd                             ,http://lablinks.in,Design & development of equipment for Biotechnology and manufacture of special purpose equipment and precision tools and components. Design of novel disposable bioreactors for various applications,,,NOW(),NOW()
,Labmate (Asia) Pvt Ltd,http://www.labmateasia.com,"Marketing, Consultancy; Marketing and extending application and service support for systems, equipment and consumables required for biotech research, process and drug discovery/pharma markets.",,,NOW(),NOW()
,Labnetworx,http://www.labnetworx.com,"R & D; Management and consulting services in the field of clinical laboratory technology, quality systems, healthcare  informatics and laboratory outsourcing.",,,NOW(),NOW()
,Labvantage Solutions Pvt Ltd,http://www.labvantage.com,"R & D, Consultancy; Informatics management solutions provider.IT Solutions for Information Management.",,,NOW(),NOW()
,Laila Impex ,http://www.lailaimpex.tradeindia.com,Herbal products manufacturing,,,NOW(),NOW()
,Laila Pharmaceuticals Pvt Ltd,http://www.lailapharma.com,"Working on therapeutic areas such as Ophthalmic, Dermatologic, Infectious Diseases, Neurodegenerative, Mucosal and Bone & Joint Disorders.",,,NOW(),NOW()
,Lambda Therapeutic Research Ltd,http://www.lambda-cro.com,"R & D; Clinical development solutions, which include BA/BE studies, clinical trials Phase II-IV, clinical laboratory services. Involved in clinical pharmacology & medical affairs (Phase I), clinical laboratory, clinical management, bioanalytical services, pharmacology, project management, quality assurance.",,,NOW(),NOW()
,Leader Prospects,http://www.leaderprospects.com,"A HR consulting company, focused on the talent requirements of diverse industries, including life sciences.",,,NOW(),NOW()
,Leadinvent Technologies Pvt Ltd,http://www.leadinvent.com,"R & D; LeadInvent is a spin off from the Supercomputing Facility for Bioinformatics & Computational Biology, IIT Delhi   (SCFBio). a life science company dedicated towards novel drug discovery.",,,NOW(),NOW()
,LG Life Sciences India Pvt. Ltd.,http://www.lglsi.com,Marketing; Has introduced nine bio-pharmaceutical products and two diagnostic kits manufactured in Korea in the most modern facilities and complying with the WHO guidelines.,,,NOW(),NOW()
,Lifecare Innovations Pvt Ltd,http://www.lifecareinnovations.com,"R & D, Marketing, Manufacture; Production of antifungal  molecules using biotechnology methods.Research and development in controlled release drugs.",,,NOW(),NOW()
,Lifecell International,http://www.lifecellinternational.com,cryogenic preservation of umbilical cord blood stem cells ,,,NOW(),NOW()
,Lifeguard Laboratories,http://www.lifeguardlabs.com,"Manufacture, R & D, Consultancy; Consultancy services related to development and validation of diagnostic kits, reagents and vaccines for veterinary use. Manufacturing of new generation food preservatives., Develop mycotoxins and poultry vaccines, food preservatives.",,,NOW(),NOW()
,Lila Agrotech Pvt. Ltd,http://www.lilaagrotech.com,"Manufacture, Marketing; Processing, manufacturing & marketing of biofertilizers., Quality testing laboratory",,,NOW(),NOW()
,Lilac Medicare (P) Ltd,http://www.lilacmedicare.com,"R & D; Operates in the segments of immunoassay, clinical chemistry and research diagnostics.",,,NOW(),NOW()
,Lonza India,http://www.lonza.com.cn,"Cell-based research, endotoxin detection and cell therapy manufacturing.  Provider of value chemical and biotech ingredients to the nutrition, hygiene, preservation, agro and personal care markets.",,,NOW(),NOW()
,Lotus Clinical Research Academy Pvt. Ltd,http://www.lotusacademy.co.in,Drug analysis in Biological Fluid & other activities related to Drug development studies,,,NOW(),NOW()
,Lotus Labs Pvt Ltd.,http://www.lotuslabs.com,leading Clinical Research Organization of international repute with comprehensive expertise in Clinical Trials,,,NOW(),NOW()
,Lumis Biotech Pvt Ltd,http://www.lumisbiotech.com,"Manufacture, R & D, Marketing; Manufacturing, formulation and marketing of industrial enzymes for textile, feed, paper and pharma industry.",,,NOW(),NOW()
,Lupin Ltd,http://www.lupinworld.com,"Manufacture, R & D, Marketing; Commercial scale production of antibiotics and statins by fermentation, potency improvement of microbial cultures, process optimization for fermentation based products, improvement in isolation and purification of metabolites from fermentation broth., ",,,NOW(),NOW()
,M.R. Morarka GDC Rural Research Foundation,http://www.morarkango.com,"Manufacture, R & D, Marketing, Consultancy; Microbial enrichment of vermicast, pro-biotic solutions for biological fertility management of soils, biotechnology for salinity-alkalinity soils., Enrichment of vermicompost, waste water recycling management, soil salinity-alkalinity problem of different agro-climatic zones, plant tissue culture of different medicinal and economical important plant species, phytochemistry and Spirulina cultivation.",,,NOW(),NOW()
,Maanya Biotech Ltd,NA,"Manufacture,Marketing; Manufacturing and marketing of pharmaceuticals specifically fermentation based therapeutics",,,NOW(),NOW()
,Madhu Labtech,http://www.labequipments.org,"Marketing; Deals with a wide range of lab consumable products. It represents Greiner Labortechnik, Germany, for tissue culture plasticware; Strategene and Greiner for PCR consumables; Eppendorf, Hirschman and Thermo Lab Systems for liquid handling products and Pall Life Sciences for filtration and separation products.",,,NOW(),NOW()
,Madhusudan Process & Chemicals Pvt. Ltd.,NA,R&D,,,NOW(),NOW()
,Magene Life Sciences Pvt Ltd,http://www.magenelifesciences.com,"Manufacture, R & D; Development of technology for biotherapeutics, screening of novel chemical entities for receptor binding studies, functional assays, invitro ADME, Caco2 cell permeation assay, cytotoxicity and genotoxicity assays, biotransformation for chirally pure APIs.",,,NOW(),NOW()
,Mahaan Proteins Ltd,http://www.mahaanfoods.com,"R & D; Specialised in manufacturing dairy ingredients and is currently developing caseinates and functional WPCs. Has facility  for spray drying specialising in instantly soluble powders for the nutraceutical industry., Only composite dairy ingredient plant in India that manufactures edible casein, pharmaceutical and edible grade lactose, whey protein concentrate 70% and pure ghee.",,,NOW(),NOW()
,Maharashtra State Seeds Corporation Ltd,http://www.mahabeej.com,"Manufacture,R & D,Marketing; Development of transgenics in different crops, tissue culture in horticulture crops & large scale production in TC banana & sugarcane., Development of hybrid sorghum, cotton, sunflower, maize, bajra, vegetables etc.",,,NOW(),NOW()
,Maharastra Hybrid Seeds Co. Ltd.,http://www.mahyco.com,"Seed testing facility and issue blue, green and orange ISTA International Seed Analysis Certificate for Germination, Physical purity, Moisture and Determination of other seeds (OSD).",,,NOW(),NOW()
,Maharishi Ayurveda Products Ltd,http://www.maharishiayurvedaindia.com,"Manufacture, R & D, Marketing, Design, development and control of various therapeutic, cosmetic and food products. Improving existing products and processes.",,,NOW(),NOW()
,Malladi Drugs & Pharmaceuticals Ltd,"http://www.malladi.com

http://www.malladi.co.in","Manufacture, R & D, Marketing; A research based pharmaceutical company manufacturing and marketing active pharma ingredients (API) and bio pharmaceuticals., Process developments, new drug development.",,,NOW(),NOW()
,Manukirti Biogems Pvt Ltd,NA,"Manufacture, Marketing; Manufacturing and marketing of indigenous diagnostic reagents and other biologicals., Development of antimicrobial compounds.",,,NOW(),NOW()
,Maple Biotech Pvt Ltd,"http://www.maplebiotech.com

http://http://www.maplebiotech.co.in/","Manufacture, R & D, Marketing; Biopolymers based on polysacharides- starch, cellulose, Guar gum etc., manufacturing of Aloe vera extracts.Biodegradable plastics & polymers.",,,NOW(),NOW()
,Maps (India) Ltd,http://www.mapsenzymes.com,"Manufacture, R & D, Marketing, Consultancy; Manufacturing and development of industrial enzymes of bacterial and fungal origins using solid state and submerged fermentation for use in textile, leather, protein, brewing, detergent, food, animal feed, starch, effluent treatment and pharmaceutical industry. Development of  microbial culture by traditional screening methods to isolate enzymes for novel applications, development of transgenic microorganisms using classical approach, mutation & selection and gene manipulation by site-directed mutagensis. Improvement of enzyme production techniques.",,,NOW(),NOW()
,Mardil Medical Devices Pvt. Ltd.,NA,Medical Devices,,,NOW(),NOW()
,Margo Biocontrols Pvt Ltd,NA,"Manufacture, R & D, Marketing; Production of biological pesticides based on nuclear polyhedrosis virus, Verticillium lecanii, Trichoderma viride and Pseudomonas fluorescens. Development of growth media for antagonistic and entomopathogenic organisms, mechanism of spore separation from entomopathogenic fungal organisms.",,,NOW(),NOW()
,Marksans Pharma,"http://www.marksanspharma.com

","Manufacture; Manufacturing of gastroenterology, orthopaedics, gynaecology and other drugs.",,,NOW(),NOW()
,Marsap Services Private Ltd,http://www.marsap.com,"Marketing; Supplies a wide range of life science research equipment-pharmacology, physiology, cell biology, electrophysiology and molecular biology.",,,NOW(),NOW()
,Marshall Breeder pvt. Ltd.,"NA.

http://www.indiamart.com/marshall-breeders",Poultry Breeding for improvement of productivity of Broiler,,,NOW(),NOW()
,Mascon Global Limited,http://www.mgl.com,MGL Labs acts as a hub of innovation for MGL. Main focus for MGL Labs is to serve as our most forward-reaching center for research and development. ,,,NOW(),NOW()
,"Matrix Laboratories Ltd

Mylan Laboratories Limited","http://www.matrixlabsindia.com

http://mylanlabs.in","R & D; Engaged in the manufacturing  of active pharmaceutical ingredients (APIs) and solid oral dosage forms as affordable products for both the domestic as well as international markets.. Process development, product development, impurity profile, intellectual property rights (IPR), contract process development, chiral separations, stereoselective synthesis, low temperature reactions, N - Bu Li reactions, high vacuum distillation,usage of resins/molecular sieves and polymorphism studies.",,,NOW(),NOW()
,"Matrix-The Innovation Center,(A Division of Praj Industries Ltd.)
",http://www.praj.net,"bio-ethanol, alcohol, brewery plants, process equipment and water and wastewater treatment systems",,,NOW(),NOW()
,Mavens Biotech,http://www.mavensbiotech.com,"R & D; An integrated plant biotechnology company operating   in the area of  bioinformatics, tissue culture and agriculture & food processing based research and development.. Production of high market value oriented horticulture and floriculture plant species, introduction of new breeds,development of economical protocols for commercial micropropagation and plant genetic engineering, research work for development / introduction of transgenic plant material and new cultivars in horticulture and floriculture biotechnology.",,,NOW(),NOW()
,Max Neeman International,http://www.neeman-medical.com," Provides full range of clinical research services to global pharmaceutical, biotech and devices companies.
",,,NOW(),NOW()
,Mayar Infrastructure  Development Private Limited ,http://www.mayarbiotechsez.com,Proposed through BioPORT & Technology Incubator in the Biotech SEZ.,,,NOW(),NOW()
,Medi Spec Instruments India Ltd,http://www.miil.in,Marketing; Representing overseas suppliers/manufacturers for sophisticated hitech biotechnology equipment by providing application & technical support.,,,NOW(),NOW()
,Medicamen Biotech,"http://www.medicamen.in

http://www.medicamen.com","Manufacture, Marketing",,,NOW(),NOW()
,Mediclone Biotech Pvt. Ltd.,http://www.mediclonebiotech.com,In-house R&D to develop new monoclonal antibodies for therapeutics and diagnostics,,,NOW(),NOW()
,MediCure Research Private Limited (MCRPL),http://www.medicureindia.com,marketing of high tech imported medical products all over India,,,NOW(),NOW()
,Medispan Ltd,http://www.shriram.com,Marketing; Marketing of diagnostic and healthcare products. Development indigenous microbiology products.,,,NOW(),NOW()
,Medsource Ozone Biomedicals Pvt Ltd,http://www.ozonebio.com,"Manufacture, Marketing",,,NOW(),NOW()
,Merck Ltd,http://www.merck.co.in,The company has both Pharmaceuticals and Chemicals operations. ,,,NOW(),NOW()
,Merit Biozone Ltd,http://www.meritworldwide.com,"Manufacture, R & D, Marketing; Manufacturing and marketing of  herbal and bio products.Contract research and manpower training.Development of biodegradable plastics and various strains of thermophilic bacteria.",,,NOW(),NOW()
,Metahelix Life Sciences Private Limited,http://www.meta-helix.com, Research & Development leading to development of transgenic and non-transgenic hybrids/varieties in important Indian crops and production and marketing of high quality seeds for Indian and other markets.,,,NOW(),NOW()
,Metaome Science Informatics (P) Ltd,http://www.metaome.com,Data management & Scientific software development. Bio-/Chemo-/Science informatics,,,NOW(),NOW()
,Metchnikoff Biosystems Pvt Ltd,"http://www.metchnikoff.com


NA.",Manufacture; A biotech start up company engaged in manufacturing and marketing of probiotics.. Production of new strains of spore forming and non- spore forming bacillus.,,,NOW(),NOW()
,Metropolis Health Services (India) Pvt Ltd,http://www.metropolisindia.com,"A corporate chain of diagnostic centers in India with 17 state of the art laboratories, and a presence in over 125 cities in India through its  network of franchisees and collection centers.. Molecular Biology set up with all the 6 different nucleic acid testing technologies (PCR, b-DNA, Hybrid Capture, TMA, Real time PCR and Cobas Amplicor). golden reference technology for all critical referral tests such as tuberculosis, HIV testing, Hepatitis testing, immunohistochemistry / genetics.",,,NOW(),NOW()
,Micro Devices Metrohm Ltd,http://www.metrohm.in,"Marketing; A major supplier of scientific and analytical instruments, serving life science, health care, chemical, environmental and industrial customers.",,,NOW(),NOW()
,Micro Labs,http://www.microlabsltd.com,"Manufacture, Marketing; Developing new chemical entities and novel drug delivery systems. It manufactures active pharmaceutical intermediates and bulk pharmaceuticals.",,,NOW(),NOW()
,Microbax (India) Ltd,http://www.microbax.com,"Manufacture, R & D; Manufacturing and marketing of probiotics for animal and human healthcare, organisms for agriculture, vector control and effluent treatment. Also undertakes contract research and manufacturing in the area. Develop new probiotics.",,,NOW(),NOW()
,Micro-Filt (India),http://www.microfilt.com,"Manufacture, R & D, Marketing; Design, manufacture, supply, commissioning of laminar flow ultra clean air equipment & related systems & bio-hazard safety cabinets for above sectors.",,,NOW(),NOW()
,Millipore (India) Pvt Ltd,http://www.millipore.com,"Manufacture, Marketing; Process development, scale up, recovery studies for biotech Industries. Process validation studies & protocol development. Process & protocol development.",,,NOW(),NOW()
,Minilec  India Pvt Ltd,http://www.minilecgroup.com,"R & D, Research on biodiesel.",,,NOW(),NOW()
,Mission Biofuels India Pvt. Ltd,http://www.missionnewenergy.com,Generation and supply of wind energy (3.3 MW in operation),,,NOW(),NOW()
,Molecular Connections,http://www.molecularconnections.com,"R & D, Consultancy; To curate and annotate information from full text articles, patent documents and abstracts covering various areas of biology and chemistry. Molecular Connections has specific expertise in building knowledge-bases for rapidly growing genomics, proteomics and related areas.Has powerful tool development, database integration and effective data development visualization capabilities., Works across various areas including protein interactions and pathways, protein target databases, chemical compound and reaction information, ADME Tox, clinical, diseases, drugs etc.",,,NOW(),NOW()
,Monad Nanotech,"NA


http://mishraneerajprakash.en.ec21.com","Manufacture, R& D Biorelated applications like inhibiting growth of cancer cell and pathogenic bacteria by carbon nanomaterials.",,,NOW(),NOW()
,Monal Biotechnologies,NA,"Tissue cultured plants/biofertilizers/biopesticides
Development of new tissue culture
protocols.",,,NOW(),NOW()
,Monarch Biotech Pvt Ltd,http://www.monarchbio.co.in,"Monarch Bio Fertilisers and Research centre is an incomparable research unit affianced in producing exceptional organic manures, Vermicompost and Bio Fertilisers viz., Azospirillum, Rizobium, Azotobactor, Acetobactor, Phosphobacteria and biofungicides viz Trichoderma and Pseudomonas to domestic and international market",,,NOW(),NOW()
,Monozyme India Ltd,"NA

","Manufacture, R & D, Biochemistry and immunology.",,,NOW(),NOW()
,Monsanto Research Centre,http://www.monsantoindia.com,"MRC is dedicated to leading-edge research in the areas of crop transformation and crop protection. The projects that have been pursued are synthetic gene construction, capsicum screening, regeneration and transformation, smart plants transformation, to develop a recombinant envelope-based diagnosis for Japanese Encephalitis Virus, developing an Agrobacterium based method of transforming selected Indian cultivars of peanut. Developing agricultural biotechnology products, from identifying a valuable plant gene to testing the trait in plants, to producing and commercializing elite varieties and hybrids with the trait.",,,NOW(),NOW()
,Morepen Laboratories Pvt Ltd,http://www.morepen.com,"Maximising utilisation of indigenous raw materials and imports substitution, development of novel drug delivery systems, development of products based on medicinal plants, development of safety and environment conservation methods, process and product development for existing and new products. Manufacture, R & D, Marketing; Manufacturing and marketing of generic drugs.",,,NOW(),NOW()
,Mother Dairy Fruit and Vegetable Private Limited,"http://www.motherdairy.com 

",Processing of milk is controlled by process automation whereby state-of-the-art microprocessor technology is adopted to integrate and completely automate all functions of the milk processing areas to ensure high product quality/ reliability and safety,,,NOW(),NOW()
,Mphasis (HCLS Group),http://www.mphasis.com,R & D; A global IT and BPO services company utilizing expertise in IT solutions for Life Sciences and implementation of hospital administration packages in the healthcare division.,,,NOW(),NOW()
,MSD Pharmaceuticals Pvt Ltd,http://www.msdindia.in,"Research in phase 1 safety study, phase 2 efficacy studies, phase 3 large scale testing and market surveillance. Manufacture, R & D; Basic research in understanding of the pathophysiology of human diseases and identifying drug targets.",,,NOW(),NOW()
,MSR Biotech Pvt Ltd,NA,"Establishment of protocols for mass cloning of new crops. Manufacture, R & D, Consultancy; Production, marketing and export of plants, virus elimination & indexing.",,,NOW(),NOW()
,MSV Laboratories Pvt. Ltd.,"NA

http://www.msvlaboratories.com",Bio-fertilizers and Bio-pesticides,,,NOW(),NOW()
,Multiplex Bio-Tech Pvt Ltd,http://www.multiplexgroup.com,"Development of crop specific culture of beneficial microbes, from different soil types. R & D, Marketing; Manufacturing & marketing of bio-fertilizers, bio-fungicides, bio-insecticides and organic manure.",,,NOW(),NOW()
,Murhopye Scientific Company,http://www.murhopyeindia.com,"Designing of newer biotechnological equipment. Manufacture; Manufacturing and designing of laboratory equipment and instruments for biotechnological laboratories, research institutes and R&D divisons of biotech industries throughout India.",,,NOW(),NOW()
,MWG Biotech Pvt Ltd,"http://www.mwgdna.com 

NA.","Manufacture; Provides HPSF® oligonucleotides, HPLC purified oligonucleotides, high throughput oligonucleotides, siRNA, modified oligonucleotides, oligodesign, sequencing services.",,,NOW(),NOW()
,Nagarjuna Fertilizers & Chemicals Limited,http://www.nagarjunagroup.com,"NFCL carries out research and development in various areas with special interest and focus on energy area for energy conservation through development of renewable energy sources, alternate feedstocks to reduce the energy costs etc. The main areas of research focus are Biofuels, green chemicals, Polysilane chemicals, plant nutrition products, nutraceuticals etc.  NFCL has business interests in two major sectors namely Agriculture and Energy. Under agriculture NFCL is mainly involved in the manufacturing of Fertilizers and Chemicals, Agrichemicals, Plant Protection Chemicals, Plant Nutrients, Irrigation materials. 

In the energy business, NFCL has interests in Oil Refineries, Thermal power, Hydropower, Photovoltaic’s (Solar Energy) and Renewable Raw Material & chemicals etc. ",,,NOW(),NOW()
,Namdhari Seeds,http://www.namdhariseeds.com,Manufacture; Production of hybrid seeds.,,,NOW(),NOW()
,Nandan Biomatrix Limited,http://www.nandan.biz,"Nandan  has pioneered in Jatropha Agri-R&D in all the areas starting from plant material development  through  Germplasm  accessions,  Progeny  and  Provenance  trials,  Selections, Inter and Intra specific hybridization and characterizing them with Molecular markers. In the process we have been awarded four international patents for our Jatropha Hybrids responsible for High seed yield,  High  oil  content,  High  oleic  content  towards  quality  of  the  oil  and  inter-specific hybrids, respectively",,,NOW(),NOW()
,Nandi Seeds Pvt Ltd,"NA



http://www.nandiseed.com","Involved in seed production in contained open field of transgenic cotton hybrids namely Nandi-405, Nandi-36 and Nandi-27 containing Cry X and Nandi-207 (Mahanandi), Nandi-9 and Siddu containing Cry 1Ac for ICAR and large-scale trials. R & D, Marketing; Involved in development and field trials of Bt cotton. Their projects in this area are to develop cotton hybrids and varieties with Cry 1Ac (Mon 531 event) and Cry X (Cry 1Ac and Cry 2 Ab) (Mon 15985 event) genes and to develop cotton hybrids and varieties with Cry 1 Ac and C ry1E in collaboration with National Botanical Research Institute, Lucknow.",,,NOW(),NOW()
,Natco Pharma Ltd,http://www.natcopharma.co.in,"Improvement in the production process for bulk drug formulations, biotech, parenterals and to develop new therapeutic products. Manufacture, R & D, Marketing; Manufacturing and marketing of fermentation based pharmaceuticals, bulk, APIs, specialty intermediates for APIs, synthetic peptides.",,,NOW(),NOW()
,Nath Biogene (I) Ltd,http://www.nathseeds.com,"Transgenic seed development. Manufacture, R & D, Consultancy; Transgenic seed development.",,,NOW(),NOW()
,National Agricultural Cooperative Marketing Fedration of India Ltd. (NAFED) (Known as Nafed Biofertilizers),http://www.nafed-india.com,"Liquid inoculants. Manufacture, Marketing; Production of microbial inoculants for a broad range of crops.",,,NOW(),NOW()
,National Dairy Development Board,http://www.nddb.coop,"R & D; Animal health (disease diagnosis, diagnostics, vaccine and biological product development). Animal genetics (cytogenetics, genetic disease screening, MAS and genomics).Animal nutrition (bypass feed technology, improved crop residue digestibility).",,,NOW(),NOW()
,Natural Remedies Pvt Ltd,http://www.naturalremedy.com,"Focussed on diabetes and obesity, inflammation and erectile dysfunction. Manufacture, R & D, Marketing; Development and manufacture of standardized herbal extracts and poly-herbal formulations for human and veterinary use.",,,NOW(),NOW()
,Nav Maharashtra Chakan Oil Mills Ltd (Praveen Agro Industries Ltd),NA,"Prebiotics, probiotics and enzymes. Production of lycopene and lecithin. Organic agriculture. R & D, Marketing",,,NOW(),NOW()
,Navkar Hybrid Seeds Pvt Ltd,NA,"Plant breeding. Manufacture, R & D; Hybrid seed production.",,,NOW(),NOW()
,Navya Biologicals,"NA

http://www.navyalife.com",Development of a novel technology platform for expression of complex proteins. Cloning of genes and expression of proteins.,,,NOW(),NOW()
,Nectar Lifesciences Ltd,http://www.neclife.com,API R&D : Focus on improving processes and designing non infringing patentable processes for anti bacterials with major emphasis on better yields and cost reduction. Formulation R&D: Formulation development for US and EU markets team already in place.,,,NOW(),NOW()
,Neugen Diagnostics (India) Pvt Ltd,"http://www.shriram.com/neugen.html

http://www.shriram.com","Preparation of chromogenic media for isolation, selection, differentiation and identification of different microorganisms in food & feed industry.  Marketing; Detection of aflatoxin using various matrixes. Eg. peanut, paprick, honey, milk etc, using both ELISA and Immunoaffinity Columns (IAC) technique. New methods of derivations of aflatoxins using IAC, HPLC and Kobra Cell (electrochemical cell).",,,NOW(),NOW()
,New Rich Sai Bio - Tech,NA,"Manufacture; Cultivation of Jatropha (for obtaining biodiesel), Senna, Coctus ignius (insulin herb), noni farming and study of Indian herbal fruits and their anti oxidant properties which reduces oxidative stress in healthy humans.",,,NOW(),NOW()
,Nichi-In Centre for Regenerative Medicine ,http://www.ncrm.org,"Research, training and clinical applications-protocol development in regenerative medicine, with emphasis on Stem cells, Progenitor cells and autologous adult cells with regenerative capability to take them to clinical application,",,,NOW(),NOW()
,Nirmal Seeds Pvt Ltd,http://www.nirmalseedsindia.com,"Manufacture,R & D,Marketing,Consultancy; Hybrid seeds, plant tissue culture, transgenic plants, molecular biology, biofertilizers, biopesticides, plant growth stimulants and plant vitalizers.",,,NOW(),NOW()
,Niulab Equipment Company Pvt Ltd,"http://www.ashcoindustries.com

NA.","Develop indigenous GC, HPLC ,software. Marketing; Marketing of analytical equipment for biotech and lifescience research and industry.",,,NOW(),NOW()
,Norwich Clinical Services,http://www.norwichclinical.com,"Offer a complete range of Clinical Services in various dosage forms including parenterals, suspensions, topical preparations and delayed release formulations. 

",,,NOW(),NOW()
,Novalead Pharma Pvt. Ltd.,http://www.novaleadpharma.com,Drug discovery & development,,,NOW(),NOW()
